distance,duration
381.626990,0.180998
520.853417,0.309990
407.894601,0.266008
403.989401,0.310993
239.156315,0.174003
537.195637,0.415987
315.841299,0.245991
203.351251,0.225956
245.481089,0.157989
164.982662,0.116992
471.422118,0.224991
498.108328,0.452995
848.002642,0.569993
764.949747,0.482996
118.473378,0.109985
238.321523,0.268996
1043.471689,0.754995
174.556349,0.278003
27.000000,0.135943
714.097326,0.582018
720.454385,0.504987
445.365015,0.264002
531.714320,0.371987
113.134611,0.115996
251.406461,0.193991
704.616977,0.360991
166.386019,0.226006
333.109862,0.391000
114.970563,0.178989
721.728997,0.441000
595.611682,0.360004
147.698485,0.329991
444.685554,0.263946
562.719714,0.317996
372.287278,0.259005
279.991271,0.162998
57.828427,0.180002
349.527934,0.331994
19.414214,0.073994
513.447433,0.341995
19.000000,0.091005
480.913144,0.404995
189.547882,0.139989
189.236358,0.217997
563.019946,0.251995
185.367543,0.173995
1030.256732,0.895004
606.545107,0.291002
401.641126,0.316999
491.156984,0.272988
86.899495,0.306010
946.699151,0.878944
337.913671,0.194989
106.112698,0.148993
341.673403,0.255999
313.615514,0.244045
730.303547,0.469999
480.696969,0.311993
439.173850,0.273995
142.071068,0.259009
906.028620,0.856996
402.017058,0.391951
533.644325,0.357998
542.123142,0.312986
158.384776,0.269987
439.072315,0.356003
177.257980,0.163992
21.000000,0.057000
123.826523,0.128000
510.727431,0.323959
382.262984,0.272990
532.194742,0.406995
107.905116,0.146991
5.000000,0.023990
186.812745,0.163996
404.054456,0.530992
133.378204,0.219993
311.926370,0.159996
500.576658,0.429002
454.112170,0.422996
220.335621,0.250993
209.963990,0.597996
495.776346,0.462999
40.071068,0.174008
266.953319,0.499001
305.887592,0.394990
129.638378,0.127998
126.135563,0.177992
857.911779,0.449993
201.720397,0.405005
343.496957,0.388984
200.971805,0.204995
724.434802,0.779993
98.892922,0.129999
669.725366,0.605001
15.414214,0.093997
719.094110,0.589994
27.414214,0.084994
1167.093218,0.653005
211.735737,0.262002
159.870058,0.189002
497.766696,0.804977
